"gene_id","gene_name","gene_type"
"ENSG00000173040.14","EVC2","protein_coding"
"ENSG00000072840.14","EVC","protein_coding"
"ENSG00000072832.15","CRMP1","protein_coding"
"ENSG00000181215.17","C4orf50","protein_coding"
"ENSG00000152969.21","JAKMIP1","protein_coding"
"ENSG00000284684.1","ENSG00000284684","protein_coding"
"ENSG00000109501.16","WFS1","protein_coding"
"ENSG00000074211.14","PPP2R2C","protein_coding"
"ENSG00000013288.10","MAN2B2","protein_coding"
"ENSG00000179010.17","MRFAP1","protein_coding"
"ENSG00000170846.17","MRFAP1L2","protein_coding"
"ENSG00000163993.7","S100P","protein_coding"
"ENSG00000178988.12","MRFAP1L1","protein_coding"
"ENSG00000186222.5","BLOC1S4","protein_coding"
"ENSG00000170871.12","KIAA0232","protein_coding"
"ENSG00000132405.20","TBC1D14","protein_coding"
"ENSG00000173013.6","CFAP184","protein_coding"
"ENSG00000173011.12","TADA2B","protein_coding"
"ENSG00000109519.15","GRPEL1","protein_coding"
"ENSG00000184985.17","SORCS2","protein_coding"
"ENSG00000178597.7","PSAPL1","protein_coding"
"ENSG00000196526.12","AFAP1","protein_coding"
"ENSG00000163995.22","ABLIM2","protein_coding"
"ENSG00000125089.19","SH3TC1","protein_coding"
"ENSG00000170801.11","HTRA3","protein_coding"
"ENSG00000087008.17","ACOX3","protein_coding"
"ENSG00000155275.20","TRMT44","protein_coding"
"ENSG00000155269.12","GPR78","protein_coding"
"ENSG00000109625.20","CPZ","protein_coding"
"ENSG00000215612.8","HMX1","protein_coding"
"ENSG00000229924.3","FAM90A26","protein_coding"
"ENSG00000231396.3","USP17L10","protein_coding"
"ENSG00000233136.3","USP17L11","protein_coding"
"ENSG00000227551.1","USP17L12","protein_coding"
"ENSG00000232399.4","USP17L13","protein_coding"
"ENSG00000223569.8","USP17L15","protein_coding"
"ENSG00000249104.3","USP17L17","protein_coding"
"ENSG00000250844.3","USP17L18","protein_coding"
"ENSG00000248920.3","USP17L19","protein_coding"
"ENSG00000250745.3","USP17L20","protein_coding"
"ENSG00000249811.3","USP17L21","protein_coding"
"ENSG00000248933.3","USP17L22","protein_coding"
"ENSG00000250913.2","USP17L23","protein_coding"
"ENSG00000232264.5","USP17L24","protein_coding"
"ENSG00000230430.5","USP17L25","protein_coding"
"ENSG00000229579.5","USP17L26","protein_coding"
"ENSG00000227140.3","USP17L5","protein_coding"
"ENSG00000235780.3","USP17L27","protein_coding"
"ENSG00000231051.3","USP17L28","protein_coding"
"ENSG00000231637.3","USP17L29","protein_coding"
"ENSG00000228856.3","USP17L30","protein_coding"
"ENSG00000186146.2","DEFB131A","protein_coding"
"ENSG00000109667.13","SLC2A9","protein_coding"
"ENSG00000169676.7","DRD5","protein_coding"
"ENSG00000071127.19","WDR1","protein_coding"
"ENSG00000178163.9","ZNF518B","protein_coding"
"ENSG00000109684.16","CLNK","protein_coding"
"ENSG00000002587.11","HS3ST1","protein_coding"
"ENSG00000157869.17","RAB28","protein_coding"
"ENSG00000109705.8","NKX3-2","protein_coding"
"ENSG00000038219.14","BOD1L1","protein_coding"
"ENSG00000137449.17","CPEB2","protein_coding"
"ENSG00000163145.14","C1QTNF7","protein_coding"
"ENSG00000048342.19","CC2D2A","protein_coding"
"ENSG00000118564.16","FBXL5","protein_coding"
"ENSG00000237765.9","FAM200B","protein_coding"
"ENSG00000109743.13","BST1","protein_coding"
"ENSG00000004468.14","CD38","protein_coding"
"ENSG00000137440.6","FGFBP1","protein_coding"
"ENSG00000137441.9","FGFBP2","protein_coding"
"ENSG00000007062.13","PROM1","protein_coding"
"ENSG00000169762.18","TAPT1","protein_coding"
"ENSG00000169744.14","LDB2","protein_coding"
"ENSG00000151552.14","QDPR","protein_coding"
"ENSG00000249581.2","CLRN2","protein_coding"
"ENSG00000002549.14","LAP3","protein_coding"
"ENSG00000118579.13","MED28","protein_coding"
"ENSG00000047662.6","FAM184B","protein_coding"
"ENSG00000163257.13","DCAF16","protein_coding"
"ENSG00000109805.11","NCAPG","protein_coding"
"ENSG00000178177.18","LCORL","protein_coding"
"ENSG00000145147.21","SLIT2","protein_coding"
"ENSG00000163138.20","PACRGL","protein_coding"
"ENSG00000185774.17","KCNIP4","protein_coding"
"ENSG00000152990.15","ADGRA3","protein_coding"
"ENSG00000249948.7","GBA3","protein_coding"
"ENSG00000109819.11","PPARGC1A","protein_coding"
"ENSG00000109606.14","DHX15","protein_coding"
"ENSG00000109610.7","SOD3","protein_coding"
"ENSG00000181982.21","CCDC149","protein_coding"
"ENSG00000153012.13","LGI2","protein_coding"
"ENSG00000109618.14","SEPSECS","protein_coding"
"ENSG00000038210.15","PI4K2B","protein_coding"
"ENSG00000168228.17","ZCCHC4","protein_coding"
"ENSG00000053900.12","ANAPC4","protein_coding"
"ENSG00000157765.14","SLC34A2","protein_coding"
"ENSG00000091490.12","SEL1L3","protein_coding"
"ENSG00000250317.10","SMIM20","protein_coding"
"ENSG00000168214.23","RBPJ","protein_coding"
"ENSG00000163394.6","CCKAR","protein_coding"
"ENSG00000109680.12","TBC1D19","protein_coding"
"ENSG00000109689.20","STIM2","protein_coding"
"ENSG00000169851.17","PCDH7","protein_coding"
"ENSG00000047365.14","ARAP2","protein_coding"
"ENSG00000197057.11","DTHD1","protein_coding"
"ENSG00000174145.8","NWD2","protein_coding"
"ENSG00000154274.16","PGCKA1","protein_coding"
"ENSG00000181826.11","RELL1","protein_coding"
"ENSG00000169299.15","PGM2","protein_coding"
"ENSG00000065882.19","TBC1D1","protein_coding"
"ENSG00000250254.2","PTTG2","protein_coding"
"ENSG00000109787.14","KLF3","protein_coding"
"ENSG00000174123.12","TLR10","protein_coding"
"ENSG00000174125.10","TLR1","protein_coding"
"ENSG00000174130.14","TLR6","protein_coding"
"ENSG00000197712.13","FAM114A1","protein_coding"
"ENSG00000121895.10","TMEM156","protein_coding"
"ENSG00000109790.19","KLHL5","protein_coding"
"ENSG00000157796.19","WDR19","protein_coding"
"ENSG00000035928.18","RFC1","protein_coding"
"ENSG00000134962.8","KLB","protein_coding"
"ENSG00000163682.18","RPL9","protein_coding"
"ENSG00000121897.16","LIAS","protein_coding"
"ENSG00000109814.13","UGDH","protein_coding"
"ENSG00000163683.13","SMIM14","protein_coding"
"ENSG00000078140.15","UBE2K","protein_coding"
"ENSG00000121892.16","PDS5A","protein_coding"
"ENSG00000078177.16","N4BP2","protein_coding"
"ENSG00000168421.15","RHOH","protein_coding"
"ENSG00000174343.6","CHRNA9","protein_coding"
"ENSG00000163694.16","RBM47","protein_coding"
"ENSG00000179299.18","NSUN7","protein_coding"
"ENSG00000163697.19","APBB2","protein_coding"
"ENSG00000289761.1","ENSG00000289761","protein_coding"
"ENSG00000154277.14","UCHL1","protein_coding"
"ENSG00000064042.19","LIMCH1","protein_coding"
"ENSG00000109132.7","PHOX2B","protein_coding"
"ENSG00000109133.15","TMEM33","protein_coding"
"ENSG00000182308.7","DCAF4L1","protein_coding"
"ENSG00000014824.15","SLC30A9","protein_coding"
"ENSG00000188848.17","BEND4","protein_coding"
"ENSG00000178343.6","SHISA3","protein_coding"
"ENSG00000124406.18","ATP8A1","protein_coding"
"ENSG00000215203.3","GRXCR1","protein_coding"
"ENSG00000183783.8","KCTD8","protein_coding"
"ENSG00000177752.16","YIPF7","protein_coding"
"ENSG00000151806.15","GUF1","protein_coding"
"ENSG00000163281.13","GNPDA2","protein_coding"
"ENSG00000163285.9","GABRG1","protein_coding"
"ENSG00000151834.17","GABRA2","protein_coding"
"ENSG00000170516.17","COX7B2","protein_coding"
"ENSG00000109158.12","GABRA4","protein_coding"
"ENSG00000163288.14","GABRB1","protein_coding"
"ENSG00000169019.12","COMMD8","protein_coding"
"ENSG00000145246.15","ATP10D","protein_coding"
"ENSG00000145244.13","CORIN","protein_coding"
"ENSG00000170448.13","NFXL1","protein_coding"
"ENSG00000163293.13","NIPAL1","protein_coding"
"ENSG00000198515.17","CNGA1","protein_coding"
"ENSG00000074966.13","TXK","protein_coding"
"ENSG00000135605.14","TEC","protein_coding"
"ENSG00000109171.16","SLAIN2","protein_coding"
"ENSG00000145248.7","SLC10A4","protein_coding"
"ENSG00000182223.7","ZAR1","protein_coding"
"ENSG00000075539.16","FRYL","protein_coding"
"ENSG00000109180.16","OCIAD1","protein_coding"
"ENSG00000145247.13","OCIAD2","protein_coding"
"ENSG00000109182.13","CWH43","protein_coding"
"ENSG00000109184.16","DCUN1D4","protein_coding"
"ENSG00000188993.5","LRRC66","protein_coding"
"ENSG00000163069.14","SGCB","protein_coding"
"ENSG00000163071.12","SPATA18","protein_coding"
"ENSG00000109189.14","USP46","protein_coding"
"ENSG00000226887.9","ERVMER34-1","protein_coding"
"ENSG00000128045.7","RASL11B","protein_coding"
"ENSG00000184178.18","SCFD2","protein_coding"
"ENSG00000145216.18","FIP1L1","protein_coding"
"ENSG00000282278.1","ENSG00000282278","protein_coding"
"ENSG00000072201.15","LNX1","protein_coding"
"ENSG00000109220.12","CHIC2","protein_coding"
"ENSG00000180613.11","GSX2","protein_coding"
"ENSG00000134853.13","PDGFRA","protein_coding"
"ENSG00000157404.18","KIT","protein_coding"
"ENSG00000128052.11","KDR","protein_coding"
"ENSG00000128039.14","SRD5A3","protein_coding"
"ENSG00000288695.1","ENSG00000288695","protein_coding"
"ENSG00000134851.14","TMEM165","protein_coding"
"ENSG00000134852.16","CLOCK","protein_coding"
"ENSG00000163440.13","PDCL2","protein_coding"
"ENSG00000109255.12","NMU","protein_coding"
"ENSG00000250821.3","EXOC1L","protein_coding"
"ENSG00000090989.19","EXOC1","protein_coding"
"ENSG00000174799.13","CEP135","protein_coding"
"ENSG00000109265.16","CRACD","protein_coding"
"ENSG00000157426.15","AASDH","protein_coding"
"ENSG00000128059.9","PPAT","protein_coding"
"ENSG00000128050.10","PAICS","protein_coding"
"ENSG00000174780.18","SRP72","protein_coding"
"ENSG00000196503.6","ARL9","protein_coding"
"ENSG00000249693.3","SPMAP2L","protein_coding"
"ENSG00000171476.24","HOPX","protein_coding"
"ENSG00000128040.13","SPINK2","protein_coding"
"ENSG00000084093.20","REST","protein_coding"
"ENSG00000084092.8","NOA1","protein_coding"
"ENSG00000047315.17","POLR2B","protein_coding"
"ENSG00000163453.12","IGFBP7","protein_coding"
"ENSG00000150471.18","ADGRL3","protein_coding"
"ENSG00000205678.9","TECRL","protein_coding"
"ENSG00000145242.15","EPHA5","protein_coding"
"ENSG00000145241.12","CENPC","protein_coding"
"ENSG00000035720.9","STAP1","protein_coding"
"ENSG00000033178.14","UBA6","protein_coding"
"ENSG00000109163.7","GNRHR","protein_coding"
"ENSG00000153802.12","TMPRSS11D","protein_coding"
"ENSG00000187054.17","TMPRSS11A","protein_coding"
"ENSG00000198092.6","TMPRSS11F","protein_coding"
"ENSG00000185873.8","TMPRSS11B","protein_coding"
"ENSG00000083896.14","YTHDC1","protein_coding"
"ENSG00000087128.10","TMPRSS11E","protein_coding"
"ENSG00000197888.4","UGT2B17","protein_coding"
"ENSG00000196620.11","UGT2B15","protein_coding"
"ENSG00000109181.13","UGT2B10","protein_coding"
"ENSG00000135220.12","UGT2A3","protein_coding"
"ENSG00000171234.15","UGT2B7","protein_coding"
"ENSG00000213759.10","UGT2B11","protein_coding"
"ENSG00000135226.18","UGT2B28","protein_coding"
"ENSG00000156096.16","UGT2B4","protein_coding"
"ENSG00000271271.6","UGT2A2","protein_coding"
"ENSG00000173610.13","UGT2A1","protein_coding"
"ENSG00000173597.10","SULT1B1","protein_coding"
"ENSG00000284695.1","ENSG00000284695","protein_coding"
"ENSG00000109193.13","SULT1E1","protein_coding"
"ENSG00000126545.15","CSN1S1","protein_coding"
"ENSG00000135222.7","CSN2","protein_coding"
"ENSG00000126549.11","STATH","protein_coding"
"ENSG00000205649.9","HTN3","protein_coding"
"ENSG00000126550.10","HTN1","protein_coding"
"ENSG00000187533.14","PRR27","protein_coding"
"ENSG00000109205.18","ODAM","protein_coding"
"ENSG00000181617.6","FDCSP","protein_coding"
"ENSG00000171209.4","CSN3","protein_coding"
"ENSG00000145309.6","CABS1","protein_coding"
"ENSG00000109208.5","SMR3A","protein_coding"
"ENSG00000171201.12","SMR3B","protein_coding"
"ENSG00000171199.11","OPRPN","protein_coding"
"ENSG00000171195.11","MUC7","protein_coding"
"ENSG00000187689.10","AMTN","protein_coding"
"ENSG00000178522.15","AMBN","protein_coding"
"ENSG00000132464.13","ENAM","protein_coding"
"ENSG00000132465.13","JCHAIN","protein_coding"
"ENSG00000132467.4","UTP3","protein_coding"
"ENSG00000018189.14","RUFY3","protein_coding"
"ENSG00000132463.16","GRSF1","protein_coding"
"ENSG00000173542.9","MOB1B","protein_coding"
"ENSG00000156136.11","DCK","protein_coding"
"ENSG00000080493.20","SLC4A4","protein_coding"
"ENSG00000145321.14","GC","protein_coding"
"ENSG00000056291.20","NPFFR2","protein_coding"
"ENSG00000156140.11","ADAMTS3","protein_coding"
"ENSG00000163626.18","COX18","protein_coding"
"ENSG00000132466.21","ANKRD17","protein_coding"
"ENSG00000163631.20","ALB","protein_coding"
"ENSG00000081051.8","AFP","protein_coding"
"ENSG00000079557.6","AFM","protein_coding"
"ENSG00000169435.15","RASSF6","protein_coding"
"ENSG00000169429.13","CXCL8","protein_coding"
"ENSG00000124875.10","CXCL6","protein_coding"
"ENSG00000109272.4","PF4V1","protein_coding"
"ENSG00000163739.6","CXCL1","protein_coding"
"ENSG00000163737.5","PF4","protein_coding"
"ENSG00000288796.1","ENSG00000288796","protein_coding"
"ENSG00000163736.5","PPBP","protein_coding"
"ENSG00000163735.7","CXCL5","protein_coding"
"ENSG00000163734.4","CXCL3","protein_coding"
"ENSG00000081041.10","CXCL2","protein_coding"
"ENSG00000163738.20","MTHFD2L","protein_coding"
"ENSG00000182585.10","EPGN","protein_coding"
"ENSG00000124882.4","EREG","protein_coding"
"ENSG00000109321.12","AREG","protein_coding"
"ENSG00000174808.13","BTC","protein_coding"
"ENSG00000169116.12","PARM1","protein_coding"
"ENSG00000163743.15","RCHY1","protein_coding"
"ENSG00000174796.13","THAP6","protein_coding"
"ENSG00000174792.11","ODAPH","protein_coding"
"ENSG00000138769.12","CDKL2","protein_coding"
"ENSG00000138757.16","G3BP2","protein_coding"
"ENSG00000138768.16","USO1","protein_coding"
"ENSG00000156194.19","PPEF2","protein_coding"
"ENSG00000138744.18","NAAA","protein_coding"
"ENSG00000198301.13","SDAD1","protein_coding"
"ENSG00000138755.6","CXCL9","protein_coding"
"ENSG00000156219.19","ART3","protein_coding"
"ENSG00000169245.6","CXCL10","protein_coding"
"ENSG00000169248.13","CXCL11","protein_coding"
"ENSG00000138750.17","NUP54","protein_coding"
"ENSG00000138760.12","SCARB2","protein_coding"
"ENSG00000189157.15","FAM47E","protein_coding"
"ENSG00000272414.6","FAM47E-STBD1","protein_coding"
"ENSG00000118804.9","STBD1","protein_coding"
"ENSG00000163749.18","CCDC158","protein_coding"
"ENSG00000138771.17","SHROOM3","protein_coding"
"ENSG00000186212.4","SOWAHB","protein_coding"
"ENSG00000138758.13","SEPTIN11","protein_coding"
"ENSG00000118816.13","CCNI","protein_coding"
"ENSG00000138764.16","CCNG2","protein_coding"
"ENSG00000156234.8","CXCL13","protein_coding"
"ENSG00000138767.15","CNOT6L","protein_coding"
"ENSG00000169288.19","MRPL1","protein_coding"
"ENSG00000138759.21","FRAS1","protein_coding"
"ENSG00000138772.14","ANXA3","protein_coding"
"ENSG00000138756.20","BMP2K","protein_coding"
"ENSG00000163291.15","PAQR3","protein_coding"
"ENSG00000156269.5","NAA11","protein_coding"
"ENSG00000196475.6","GK2","protein_coding"
"ENSG00000163297.19","ANTXR2","protein_coding"
"ENSG00000152784.17","PRDM8","protein_coding"
"ENSG00000138675.17","FGF5","protein_coding"
"ENSG00000197826.13","CFAP299","protein_coding"
"ENSG00000152785.9","BMP3","protein_coding"
"ENSG00000138669.12","PRKG2","protein_coding"
"ENSG00000138670.20","RASGEF1B","protein_coding"
"ENSG00000138668.21","HNRNPD","protein_coding"
"ENSG00000152795.19","HNRNPDL","protein_coding"
"ENSG00000145293.18","ENOPH1","protein_coding"
"ENSG00000249242.8","TMEM150C","protein_coding"
"ENSG00000145284.12","SCD5","protein_coding"
"ENSG00000138674.18","SEC31A","protein_coding"
"ENSG00000168152.13","THAP9","protein_coding"
"ENSG00000189308.12","LIN54","protein_coding"
"ENSG00000138663.10","COPS4","protein_coding"
"ENSG00000145287.13","PLAC8","protein_coding"
"ENSG00000173085.15","COQ2","protein_coding"
"ENSG00000173083.17","HPSE","protein_coding"
"ENSG00000163312.12","HELQ","protein_coding"
"ENSG00000163319.12","MRPS18C","protein_coding"
"ENSG00000163322.15","ABRAXAS1","protein_coding"
"ENSG00000138678.12","GPAT3","protein_coding"
"ENSG00000163623.10","NKX6-1","protein_coding"
"ENSG00000163624.7","CDS1","protein_coding"
"ENSG00000163625.17","WDFY3","protein_coding"
"ENSG00000138639.18","ARHGAP24","protein_coding"
"ENSG00000109339.25","MAPK10","protein_coding"
"ENSG00000163629.14","PTPN13","protein_coding"
"ENSG00000145283.8","SLC10A6","protein_coding"
"ENSG00000163633.13","C4orf36","protein_coding"
"ENSG00000285458.1","C4orf36","protein_coding"
"ENSG00000172493.24","AFF1","protein_coding"
"ENSG00000145332.15","KLHL8","protein_coding"
"ENSG00000170509.13","HSD17B13","protein_coding"
"ENSG00000198189.12","HSD17B11","protein_coding"
"ENSG00000170502.14","NUDT9","protein_coding"
"ENSG00000272856.2","SCPPPQ1","protein_coding"
"ENSG00000152583.14","SPARCL1","protein_coding"
"ENSG00000152591.15","DSPP","protein_coding"
"ENSG00000152592.15","DMP1","protein_coding"
"ENSG00000029559.8","IBSP","protein_coding"
"ENSG00000152595.17","MEPE","protein_coding"
"ENSG00000118785.16","SPP1","protein_coding"
"ENSG00000118762.9","PKD2","protein_coding"
"ENSG00000118777.13","ABCG2","protein_coding"
"ENSG00000163644.16","PPM1K","protein_coding"
"ENSG00000138642.17","HERC6","protein_coding"
"ENSG00000138646.10","HERC5","protein_coding"
"ENSG00000145337.5","PYURF","protein_coding"
"ENSG00000255072.2","PIGY","protein_coding"
"ENSG00000287542.1","HERC3","protein_coding"
"ENSG00000138641.20","HERC3","protein_coding"
"ENSG00000177432.8","NAP1L5","protein_coding"
"ENSG00000138640.16","FAM13A","protein_coding"
"ENSG00000180346.5","TIGD2","protein_coding"
"ENSG00000185477.7","GPRIN3","protein_coding"
"ENSG00000145335.18","SNCA","protein_coding"
"ENSG00000138722.11","MMRN1","protein_coding"
"ENSG00000184305.16","CCSER1","protein_coding"
"ENSG00000152208.13","GRID2","protein_coding"
"ENSG00000172238.6","ATOH1","protein_coding"
"ENSG00000163104.19","SMARCAD1","protein_coding"
"ENSG00000163106.12","HPGDS","protein_coding"
"ENSG00000163110.16","PDLIM5","protein_coding"
"ENSG00000138696.12","BMPR1B","protein_coding"
"ENSG00000182168.16","UNC5C","protein_coding"
"ENSG00000163114.6","PDHA2","protein_coding"
"ENSG00000163116.10","STPG2","protein_coding"
"ENSG00000138698.16","RAP1GDS1","protein_coding"
"ENSG00000168785.9","TSPAN5","protein_coding"
"ENSG00000151247.14","EIF4E","protein_coding"
"ENSG00000164024.13","METAP1","protein_coding"
"ENSG00000197894.13","ADH5","protein_coding"
"ENSG00000198099.10","ADH4","protein_coding"
"ENSG00000172955.18","ADH6","protein_coding"
"ENSG00000187758.9","ADH1A","protein_coding"
"ENSG00000196616.16","ADH1B","protein_coding"
